,title,company_name,location,via,description,related_links,thumbnail,extensions,detected_extensions,job_id
0,IT&D Senior Data Scientist,Reckitt,"Warsaw, Poland",via Careers At Reckitt,"Description

Want to see technology make the difference? As IT&D Senior Data Scientist, you’ll have the freedom to innovate, finding new ways to make our business faster, smarter and more agile than ever.

IT&D Senior Data Scientist

Warszawa, Mazovia Province

You will …
• Identify and understand business problems partner with business stakeholders to understand and communicate on business objectives.
• Define analytical techniques to solve business challenges.
• Autonomously leading Advanced Analytics/Data Science studies/associated tasks with minimum supervision.
• Independently navigating and networking within a complex organization to identify and plan for collaboration opportunities that solve business problems within (but not limited to) eCommerce, Manufacturing, Global Business Units, Finance, Supply Chain.
• Develop our existing prototype and create future data products.
• Ensure data and deliverable quality,maintain high-quality code and documentation. Ensure efficiency... stability and scalability of the solution.
• Proactively identify business improvement areas based on advanced analytics.
• Create & deliver easily consumable presentations to large groups of stakeholders and executives that showcase actionable insights and recommendations by communicating effectively through storytelling, report writing in an impactful, respectful, digestible and understandable manner.
• Represent data science in internal & external meetings and conferences.
• Help build the Data Science community in Reckitt - be a role model, mentor, active contributor of best practice.

You will succeed because you have…
• Can-do-attitude, winning mindset, problem-solving skills, good organization & project management experience, desire to work in a dynamic team environment and curiosity to work cross-culturally/functionally.
• Min. 3 years of hands-on experience in using advanced analytical techniques to solve practical problems from prototyping to business impact.
• University degree with a focus on quantitative methods / econometrics / statistics / mathematics or related degree programs.
• Strong programming skills in Python.
• Deep understanding of machine learning and statistical methods with their underlying theory and math.
• Experience in providing the results of analyses in clear written form and presenting the findings to audiences (including non-technical audiences).
• Experience with relational databases such as Oracle, SQL Server etc.
• Experience with Microsoft Azure Cloud (knowledge of other Cloud platforms is appreciated).
• Knowledge of data visualization tools (e.g. PowerBI)is an asset.
• Hand-on experience with recommendation systems / churn modelling / Predictive Search / NLP / behavioral segmentation / supply chain network optimization.
• Experience with deep learning techniques (neural networks).
• Fluent English (any other language is a plus)

You'll love it, because...
• Have the opportunity initiate a project based on your creative ideas
• Cooperate with stakeholders from all over the world
• Work on diverse projects in the fast-growing technology sectors
• Permanent contract with a wide package of additional benefits (medical care, insurance, LunchPass card recharged monthly, Reckitt products at attractive prices, the opportunity to purchase a desk and chair for the home office and much

Equality

All qualified applicants will receive consideration for employment without regard to age, disability or medical condition; colour, ethnicity, race, citizenship, and national origin; religion; pregnancy, family status and caring responsibilities; sexual orientation; sex, gender identity, gender expression, and transgender identity; protected veteran status; size or any other basis protected by appropriate law","[{'link': 'http://www.rb.com/', 'text': 'rb.com'}, {'link': 'https://www.google.com/search?ucbcb=1&q=Reckitt&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCLUJ', 'text': 'See web results for Reckitt'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEEKb0H9m-5KTgYKP_Ge4h3xfJ3zst8IzeH2GR&s=0,"['17 hours ago', 'Full-time']","{'posted_at': '17 hours ago', 'schedule_type': 'Full-time'}",eyJqb2JfdGl0bGUiOiJJVFx1MDAyNkQgU2VuaW9yIERhdGEgU2NpZW50aXN0IiwiaHRpZG9jaWQiOiJ5My1oZUpSX0JzTUFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1VHOXNZVzVrIiwiZmMiOiJFc3dCQ293QlFVTlFkMnBxVW5kZmNEWnBTMEo1WmpSS1UyZ3djVGxpUm10SFFXc3pXV3hHWVRWU1NrdGliQzFCWmxwWVlUUjJWVWh2YWpGWlRFRlhSVGhQVVZkc1VXTlpNVkUyTUZCSFUwbDBXVXRwVWxsUFlrWnpWR0p5V1dvMWJtMUNkR1ZOVVhacmNqTmtZekptZERObWJWaHVOV0V4YmxoMmVuaFRXWE42TkhWc2MxRm5jRXBYYzNCSFlYRlBkakFTRnpOWlprWlpYMDgzU0RsaFluQjBVVkE1T1hsVGIwRTRHaUpCUmw4MlRVRlFaMGRNTkhSVlNtZFRSRTB4TjAxNlRHdFdUVUUzV0RsclYyOVIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFwcGx5IG9uIENhcmVlcnMgQXQgUmVja2l0dCIsImxpbmsiOiJodHRwczovL2NhcmVlcnMucmVja2l0dC5jb20vam9iL1dhcnN6YXdhLUlUXHUwMDI2RC1TZW5pb3ItRGF0YS1TY2llbnRpc3QtTWF6by1OQS84OTIxMDY1MDEvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
1,Clinical Data Scientist,AstraZeneca,"Warsaw, Poland",via Jobrapido.com,"At AstraZeneca, we are united by a common purpose: to push the boundaries of science to deliver life-changing medicines. Every day, we make a difference by delivering potentially life-changing medicines to millions of people worldwide. Our purpose is results-oriented and so is our approach. Becoming a more agile and creative company means building a dynamic, inspiring culture where we celebrate diverse, bold thinking, are curious, creative, and open to new insights and ways of working.

Clinical Data Scientist is responsible for configuration and maintenance of elements of Centralised Monitoring (CM) to ensure its readiness to support new and existing projects. Creates and updates CM system documentation. Responsible of setup of standard CM functionalities. May develop bespoke CM functionalities of lower complexity.

Works closely with Data Scientists within CM to support them in their work.

Typical Accountabilities:
• Performs basic system administration activities including basic... access management tasks, change management tasks, issue management tasks and related documentation
• Configures systems to enable CM support of new studies (including tasks like configuration of data sources and setup of new working spaces and repositories)
• Under supervision, develops and maintains lower complexity CM functionalities. Tasks can involve gathering of requirements, programming, testing and creating required documentation
• Delivers elements of or end-to-end mapping of standard CM functionalities (including programming, testing, validation, creating and filling of required documentation)
• Configures systems to enable execution of CM analyses for assigned studies (prepares systems for new study set-up; Sets-up and maintains system data sources)

Education, Qualifications, Skills and Experience

Essential  :
• Educational degree (BSc/Msc/PhD) in Life Science, Computer Science or Information Science and experience in the application of information and knowledge management in a clinical or scientific setting, or equivalent combination of education and experience
• Basic knowledge of at least one programming language used for data analysis or demonstrated ability/capabilities to acquire such skills in a reasonable timeframe
• Good communication skills in both written and spoken English
• Team player

Desirable:
• Basic knowledge of R is an advantage
• Previous experience with at least one BI platform is an advantage
• Previous experience in life science and clinical studies is an advantage

Benefits:
• Hybrid work: location Warsaw
• Flexible approach to working hours
• Stable employment with great atmosphere in a growing pharmaceutical company
• Employment contract with attractive benefit package (Multisport card, lunch card, medical and life insurance, pension plan)
• Attractive salary with annual bonus
• The opportunity to work and develop within an international company
• Modern and comfortable office (great social area with PlayStation, billiard and table football)

Join AstraZeneca and help us deliver life-changing medicines. Be among our employees who continue to make us an innovation-driven company that stands firmly among the world’s leaders in biopharmaceuticals.  APPLY","[{'link': 'http://www.astrazeneca.com/', 'text': 'astrazeneca.com'}, {'link': 'https://www.google.com/search?ucbcb=1&q=AstraZeneca&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCOIJ', 'text': 'See web results for AstraZeneca'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvC-Z5aDtIf6Shq5M_3NV4IHaOCXlU3iUXmuSN&s=0,"['17 hours ago', 'Full-time']","{'posted_at': '17 hours ago', 'schedule_type': 'Full-time'}",eyJqb2JfdGl0bGUiOiJDbGluaWNhbCBEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoidU1GWHE0M0NHLVVBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdVRzlzWVc1ayIsImZjIjoiRXVJQkNxSUJRVU5RZDJwcVUxRklVWGRsWHpWSVVUbDJMVFY2VlhsQ1QwMVpkM041UjBkdFl6TlRaMVZvYTI1NFkzaFROM1Z6UVVSMU0yMXdOV2gxUWtkWFRXWmhkM0ZSYW5Sc2JXZzRVMmxHY0dkSFVHOHpkRU5zTkVkbVJqTTRhazEwTTNGamNtcEVZbVZZVm5WQ05FZFRabEZSVWpCVE1rdEdUUzFKZUhNelNsQnRhV1JuTnpsbE5GUlhVMjgyWldaalNrTTViMlV6Um5JMVprNVhkMjlEWmxKYU1WVlJFaGN6V1daR1dWOVBOMGc1WVdKd2RGRlFPVGw1VTI5Qk9Cb2lRVVpmTmsxQlVEZE5XRXR2UzFsSkxXNUNaWEV3VUdoV09XUmljVFk0TldGRlVRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBKb2JyYXBpZG8uY29tIiwibGluayI6Imh0dHBzOi8vcGwuam9icmFwaWRvLmNvbS9qb2JwcmV2aWV3Lzc3MzQ2ODE4P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
2,Data Engineer,Randstad,"Wrocław, Poland",via Randstad,"We are looking for a Data Engineer to join our client's Global Analytics & Data Products Team. The company is a leading global automaker and provider of innovative mobility solutions.

On the position, your goal would be to establish the organization’s data infrastructure, promote engineering best practices on data management, and keep a high bar for data quality
what we offer
• salary based on the contract of employment
• possibility to work fully remote
• annual bonus
• car discounts and leasing
• working on multinational projects, designing state-of-the-art solutions
• life insurance
• sports card
• private medical care
your tasks
• Design and implement secure, scalable, high-performance, and robust data services for connected vehicle data in distributed data processing platforms using modern Big Data technologies.
• Design, extend, and review data architecture, model, flow, and integration – be hands-on and involved with every stage of the software development life cycle.
•... Partner with software engineers and data scientists to meet the need of upstream and downstream dependencies.
• Work with external carrier stakeholders and internal partner teams to ingest connectivity data for data processing.
• Develop state-of-the-art code – influence/establish the software development culture of the team. Establish standards and best practices for instrumentation within software engineering.
• Keep up to date with the evolving Big Data technology, and share the knowledge across the organization by enabling best practices, standards, governed processes, and relevant technologies.
what we expect

Top Performers will be able to demonstrate
• Comprehensive knowledge of relational database concepts, including; data architecture, operational data stores, Interface processes, Multidimensional modeling, master data management, and data manipulation
• Expert knowledge and experience with custom ETL design, implementation, and maintenance
• Comprehensive experience designing, implementing, and iterating data pipelines using Big Data technologies
• Experienced working on cross-functional teams and leading efforts to build data services from the ground up
• Excellent communication skills with the ability to understand complex business problems and provide solutions.

Skills
• BA/BSc in Computer Science, Engineering, Mathematics, or a related technical discipline preferred
• 2+ years of experience in the data engineering and software development life cycle.
• 2+ years of hands-on experience in building and maintaining production data applications, current experience in both relational and columnar data stores.
• Experience with more than one coding language.
• Experience with one or more functional languages such as F#, Scala or Haskell
• Experience working with cloud Big Data platforms (i.e. Spark, Google BigQuery, Azure Data Warehouse, etc.)
• Familiarity with time series database, data streaming applications, Kafka, Flink, and more
• Experience with workflow management engines (i.e. Airflow, Luigi, Azure Data Factory, etc.)
• Familiarity with modern data science and product analytics tools and techniques such as R, Machine Learning, and advanced statistics is a plus
• Understand how to work with Hive metastores
• Experience with continuous integration tools like Jenkins
• Experience with creating containerized applications using Docker and running them on Kubernetes.

Nice to have:
• Experience with designing and implementing real-time pipelines.
• Experience with data quality and validation.
• Experience with SQL performance tuning and E2E process optimization.
• Experience with notebook-based Data Science workflow.
• Experience with Airflow.
• Experience using Spark, Presto, Hive, etc.
• Experience using Cats or ZIO.

Employment agency entry number 47

experience

powyżej 24 miesięcy","[{'link': 'http://www.randstad.com/', 'text': 'randstad.com'}, {'link': 'https://www.google.com/search?ucbcb=1&q=Randstad&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCI8K', 'text': 'See web results for Randstad'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfSZShmQohYAQEhocBkJWIFZUzzvlItW5iJhxJMXE&s,"['8 hours ago', 'Full-time']","{'posted_at': '8 hours ago', 'schedule_type': 'Full-time'}",eyJqb2JfdGl0bGUiOiJEYXRhIEVuZ2luZWVyIiwiaHRpZG9jaWQiOiJudktpWXl6V3FoMEFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1VHOXNZVzVrIiwiZmMiOiJFdUlCQ3FJQlFVTlFkMnBxVVdOWlYxZFVlVjlWY25oeU5qQkpiVXBQUVRWTFpsTTNXbkp0Y0hOUVVuRTFaSGhNV2pkdlIxUTJjRll6Ym1GTU4yTnJWRWRuZUdGUWVXZzNUamw1TjFOTU0xUkNNazFNUTNGaVZWZEJWelZoVmtGcGVGZ3pkV3R3TTNab04ySlBZWFpxZEZaSWJHNDROMVZpYjNSWWN6azBRa05RYW5wdWQxbGlRMDlPVkZWMVpVZHZhMVJITXpkS2VqRjNiVEpuTVRSTFJtbzRjVEpTTFhGbkVoY3pXV1pHV1Y5UE4wZzVZV0p3ZEZGUU9UbDVVMjlCT0JvaVFVWmZOazFCVUd4YVpXRktiVk0yUlVKSVZHazNMVFppUzNscldsUlJZVk5QVVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFJhbmRzdGFkIiwibGluayI6Imh0dHBzOi8vd3d3LnJhbmRzdGFkLmNvbS9qb2JzL2RhdGEtZW5naW5lZXJfd3JvY2xhd180MDg5MzAxNy8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
3,Junior Data Engineer,Global Logic,"Kraków, Poland",via Trabajo.org,"Description:

The client is an American multinational association that is involved in the design, development, manufacturing, worldwide marketing, and sales of apparel, footwear, accessories, equipment, and services. You will be working on a data platform in the GCP Cloud Composer team. The work domain is Apache Airflow – the most popular workflow engine. The customers’ team in Kraków is highly specialized in Google Cloud Platform and workflows management systems

Requirements:

Essential Skills

● Python experience

● Programming experience with APIs (REST/RPC)

● Basic DevOps/SysAdmin knowledge

● Basic Linux and Kubernetes understanding (e.g. how to build container images)

● Basic understanding of Cloud platforms (especially Google Cloud Platform)

● Communication (spoken and written) in English

Domain-specific Skills

● Presence in Apache Airflow community

● Expertise in Airflow or similar experience in building workflows (e.g. based on Luigi,

Oozie, Argo, Azkaban, Apache... HiFi)

● Experience in working with Open Source communities

Nice to Have

● Understanding of the Cloud Architecture (scalability, IaaS principles, etc.)

● Google Cloud Certification (E.g. GCP Architect or Data Engineer)

Job Responsibilities:

● Airflow development with a focus on developing new and maintaining existing Airflow Operators, Hooks and Sensors.

● Integrating new Airflow versions with Cloud Composer

● Fixing bugs in Airflow and implementing improvements

● Implementing tests for Airflow (Unit Testing and System Tests)

● Creating internal documentation for the work artifacts

What We Offer

Exciting Projects: With clients across all industries and sectors, we offer an opportunity to work on market-defining products using the latest technologies.

Collaborative Environment: You can expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment — or even abroad in one of our global centers or client facilities

Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules.

Professional Development: We develop paths suited to your individual talents through international knowledge exchanges and professional certification opportunities.

Excellent Benefits: We provide our employees with private medical care, sports facilities cards, group life insurance, travel insurance, relocation package, food subsidies and cultural activities.

Fun Perks: We want you to feel comfortable in your work, which is why we create good working environment with relax zones, host social and teambuilding activities and stock our kitchen with delicious teas and coffees","[{'link': 'http://www.globallogic.com/', 'text': 'globallogic.com'}, {'link': 'https://www.google.com/search?ucbcb=1&q=Global+Logic&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCLwK', 'text': 'See web results for Global Logic'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy7BDVLI1v0TTiEd_1-A9erQIeLXnbzmstT3FzCrk&s,"['4 hours ago', 'Full-time']","{'posted_at': '4 hours ago', 'schedule_type': 'Full-time'}",eyJqb2JfdGl0bGUiOiJKdW5pb3IgRGF0YSBFbmdpbmVlciIsImh0aWRvY2lkIjoib1hrZkZ4MGFFTEFBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdVRzlzWVc1ayIsImZjIjoiRXVJQkNxSUJRVU5RZDJwcVZIbzVjVk41T0c4dFdqSjFkM2MxTjJNNFNtbE1OV2hPZVRWblNFOTJSWFpwVVhjdFIwSnVaVEpJTjA1ZlFqTmhTMnhITkZsZmR6azBYeTFmVkRGSk4wNVBWV0pGYUZkdFZVZHROV1Z3TlhKRE9EYzVNRWhPU25jd2FrUkdaV1pZY25SV1RUQmZNVUZzYjBwSE5TMTJXRXB4UXpKTldVNXZWRlZrYkd4MVNuSnhNekJqZVRoWlZYcHRUbWxHYlhWaGVHRnZSMUZSYURsWFN6SkJFaGN6V1daR1dWOVBOMGc1WVdKd2RGRlFPVGw1VTI5Qk9Cb2lRVVpmTmsxQlRWcFlWa051VjNjeE9HNWlNVnAwVkRsbFRFMU5PRjlmV1RkRlp3IiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBUcmFiYWpvLm9yZyIsImxpbmsiOiJodHRwczovL3BsLnRyYWJham8ub3JnL3phd29kLTE5MzUtMjAyMzAxMTYtN2ZmNTAzMTU5MTYxZGFkOTM3ZTg0ZTM4NTNhNGU0NDA/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
4,Junior Data Engineer,Umicore Poland Sp. z o.o.,"Lublin, Poland",via Theprotocol.it,Junior Data Engineer,"[{'link': 'https://www.google.com/search?ucbcb=1&q=Umicore+Poland+Sp.+z+o.o.&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCOUK', 'text': 'See web results for Umicore Poland Sp. z o.o.'}]",,"['4 hours ago', 'Contractor']","{'posted_at': '4 hours ago', 'schedule_type': 'Contractor'}",eyJqb2JfdGl0bGUiOiJKdW5pb3IgRGF0YSBFbmdpbmVlciIsImh0aWRvY2lkIjoiQ0llMTNOSkdMTDhBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdVRzlzWVc1ayIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBUaGVwcm90b2NvbC5pdCIsImxpbmsiOiJodHRwczovL3RoZXByb3RvY29sLml0L3N6Y3plZ29seS9wcmFjYS9qdW5pb3ItZGF0YS1lbmdpbmVlci1sdWJsaW4sb2ZlcnRhLGNmNmMwMDAwLWU2NzUtMmExYS0zMDdhLTA4ZGFmN2MwZTE5Mz9zPS05OTgyMTk5MTJcdTAwMjZzZWFyY2hJZD0xMGY3ZDJlMC05NWE2LTExZWQtOGU4Ny0zZjJmYTIzMzQ0NGJcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
5,Data Scientist,SCS Expert Sp. zo.o.,"Warsaw, Poland",via Trabajo.org,"j.angielski (advanced)
SAS 4GL (advanced)
Python (advanced)
SQL (advanced)

SCS Expert - jesteśmy firmą konsultingową i specjalizujemy się w obszarze analityki biznesowej i zarządzania danymi. We wdrożeniach naszych rozwiązań wykorzystujemy oprogramowanie SAS i Open Source. Nasz zespół liczy ponad 150 specjalistów, architektów, inżynierów danych, ekspertów data mining i Project Managerów. Świadczymy usługi dla firm polskich i zagranicznych, począwszy od instalacji oprogramowania poprzez realizację wdrożenia aż po utrzymanie i administrację zbudowanego rozwiązania. W SCS Expert jesteśmy nastawieni na rozwój pracowników oraz dostarczanie im ciekawych i rozwijających projektów. Liczymy, że osoby, które wzmocnią nasz zespół pomogą nam dalej budować pozycję na rynku.

Data Scientist generują setki prognoz, modeli predykcyjnych, wniosków i rekomendacji biznesowych sprawiając, że nasi klienci otrzymują wiarygodne informacje co do aktualnych potrzeb i przyszłości swojego biznesu dzięki czemu... mogą podejmować odpowiednie decyzje. Wykorzystujemy najnowsze narzędzia i metody ze świata statystki, uczenia maszynowego i sztucznej inteligencji. Też chcesz brać w tym udział? Zapraszamy do nas Praca na dużych zbiorach danych i zaawansowana analityka to nasza specjalność. Tworzymy innowacyjne i najefektowniejsze rozwiązania zmieniające biznes naszych klientów na rynku Polskim i na Świecie.

Twój zakres obowiązków

· Praca na projektach dla wiodących na polskim rynku organizacjach z branży retail, ubezpieczeniowej, telekomunikacyjnej, finansowej. Możliwość udziału w projektach międzynarodowych.

· Udział w projektach we wdrażaniu systemów informatycznych wsparcia sprzedaży, logistyki, obsługi klienta (m.in. CRM analityczny i operacyjny, wykrywanie nadużyć, ocena i zarządzanie ryzykiem, optymalizacja łańcucha dostaw) opartych o rozwiązania SAS i open-source

· Praca na dużych zbiorach danych - analiza, zastosowanie algorytmów ML i wyciąganie wniosków oraz wizualizacja wyników

· Rozwiązywanie praktycznych i teoretycznych problemów, a także zagłębianie się w prace twórczą i kreatywną

· Analiza zachowań klientów i budowanie modeli prognostycznych, predykcyjnych, statystycznych i segmentacyjnych

· Budowa koncepcji wykorzystania danych i zaawansowanej analityki w praktycznych zastosowaniach biznesowych wspomagających decyzje i procesy w organizacjach

· Kreowanie i adresowanie wymagań biznesowych klientów

· Pełnienie wiodącej roli w fazie analitycznej projektów

· Mapowanie wymagań biznesowych na techniczną koncepcję implementacji rozwiązań

· Opracowanie założeń, przypadków użycia, specyfikacji funkcjonalnej wdrażanych rozwiązań

· Prowadzenie warsztatów, prezentacji i demonstracji biznesowych i technicznych

· Zapewnienie wysokiej jakości wytwarzanych produktów

Nasze wymagania

· Oczekujesz pracy kreatywnej i twórczej, lubisz rozwiązywać złożone zagadnienia

· Posiadasz umiejętność analitycznego myślenia, łączenia faktów, klarownej prezentacji własnych wniosków i potrafisz przekonać do swojego rozwiązania

· Masz doświadczenie w projektach informatycznych przygotowujących analizy np. w działach CRM, logistyki, oceny ryzyka, obszarze wykrywania nadużyć

· Masz minimum 2-letnie doświadczenie w wiodącej roli biznesowego projektanta systemów analitycznych (np. tworzących/wykorzystujących modele analityczne)

· Posiadasz wykształcenie wyższe, preferowane metody ilościowe, ekonometria, matematyka, statystyka lub pokrewne, informatyka

· Posiadasz i chcesz poszerzać wiedzę i umiejętności dotyczące zagadnień związanych z analizą danych i tworzeniem modeli analitycznych (statystycznych/ data mining/ machine learning/ data science)/budową kampanii marketingowych/wykrywaniem nadużyć (sieci powiązań)

· Masz doświadczenie w zbieraniu wymagań, tworzeniu specyfikacji dla systemów informatycznych

· Biegle posługujesz się narzędziami przetwarzania danych: SQL, Python, SAS 4GL

· Masz doświadczenie w budowaniu modeli/rozwiązań analitycznych i predykcyjnych w Pythonie lub R

· Mile widziana znajomość rozwiązań SAS (w szczególności 4GL, Enterprise Guide, Enterprise Miner, Visual Data Mining & Machine Learning)

· Mile widziane doświadczenie w pracy z narzędziami Business Intelligence (SAS Visual Analytics, Tableau, Power BI)

· Łatwo nawiązujesz kontakty, budujesz relacje i lubisz pracować w zespole

· Potrafisz współpracować z interesariuszami, aby zrozumieć ich potrzeby i korelacje biznesowe analizowanych danych

· Umiesz prowadzić spotkania biznesowe, prezentacje, szkolenia

· Znasz angielski na poziomie praktycznego się komunikowania

Oferujemy
• Preferowaną przez kandydata formę zatrudnienia (umowa o pracę, współpraca B2B)
• Benefity: opieka medyczna (również dla partnera/rodziny), ubezpieczenie grupowe, kartę Multisport, kurs języka angielskiego on-line, system kafeteryjny tj. vouchery na produkty i wydarzenia
• Dostęp do różnych technologii oraz możliwość rozwoju zawodowego i podnoszenia kwalifikacji (m.in. szkolenia w zakresie technologii SAS)
• Możliwość zdobycia cennego doświadczenia oraz współpracę ze specjalistami w swojej dziedzinie
• praca hybrydowa (2 dni z biura, 3 dni zdalnie)
","[{'link': 'https://www.google.com/search?ucbcb=1&q=SCS+Expert+Sp.+zo.o.&sa=X&ved=0ahUKEwizno-jzcz8AhXWjYkEHXeuBPQQmJACCJAL', 'text': 'See web results for SCS Expert Sp. zo.o.'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy7BDVLI1v0TTiEd_1-A9erQIeLXnbzmstT3FzCrk&s,"['2 minutes ago', 'Full-time']","{'posted_at': '2 minutes ago', 'schedule_type': 'Full-time'}",eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiYzFkSGxIZ1QzWjBBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdVRzlzWVc1ayIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBUcmFiYWpvLm9yZyIsImxpbmsiOiJodHRwczovL3BsLnRyYWJham8ub3JnL3phd29kLTEyNTUtMjAyMzAxMTYtNmFjYmIwYWU3ZWIxYWI2NTJmYTBhODBlODE3MTlhYjI/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
